pid,num_surveys,survey_years,first_year,last_year,age_range
130703105,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 35
130705102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 57
130707101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 50
130707102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 51
130707431,6,"2012,2014,2016,2018,2020,2022",2012,2022,1 - 30
130709102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 58
130710101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 68
130712101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 65
130714102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 55
130714103,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 32
130715104,6,"2010,2014,2016,2018,2020,2022",2010,2022,2 - 33
130715431,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 31
130716101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 49
130716102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 52
130716103,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 32
130720101,6,"2010,2012,2014,2016,2018,2020",2010,2020,5 - 50
130721105,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 31
130721106,6,"2011,2012,2014,2016,2020,2022",2011,2022,-8 - 26
130722103,6,"2010,2014,2016,2018,2020,2022",2010,2022,1 - 36
130724102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 49
130726102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 39
130727101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 65
130727103,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 37
130735101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 46
130735102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 46
130736102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 46
130745102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 54
130746101,6,"2010,2014,2016,2018,2020,2022",2010,2022,2 - 42
130746103,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 70
130750104,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 36
130752431,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 35
130753101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 60
130753102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 60
130755102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 55
130755103,6,"2012,2014,2016,2018,2020,2022",2012,2022,1 - 32
130760103,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 84
130769101,6,"2010,2012,2014,2016,2020,2022",2010,2022,40 - 52
130783101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 40
130785102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 69
130791101,6,"2010,2012,2014,2016,2020,2022",2010,2022,69 - 81
130791102,6,"2010,2012,2014,2016,2020,2022",2010,2022,64 - 76
130792101,6,"2010,2012,2014,2016,2020,2022",2010,2022,55 - 67
130792102,6,"2010,2012,2014,2016,2020,2022",2010,2022,53 - 65
130797102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 30
130799101,6,"2010,2014,2016,2018,2020,2022",2010,2022,2 - 54
130804101,6,"2010,2012,2014,2016,2018,2020",2010,2020,5 - 87
130809101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 66
130809103,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 35
130818102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 52
130822103,6,"2011,2014,2016,2018,2020,2022",2011,2022,-8 - 29
130823102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 52
130827102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 73
130827103,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 52
130827105,6,"2010,2012,2014,2016,2018,2020",2010,2020,3 - 31
130832101,6,"2010,2012,2014,2018,2020,2022",2010,2022,2 - 52
130833102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 67
130833104,6,"2012,2014,2016,2018,2020,2022",2012,2022,1 - 31
130835102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 51
130836103,6,"2012,2014,2016,2018,2020,2022",2012,2022,1 - 26
130837103,6,"2012,2014,2016,2018,2020,2022",2012,2022,1 - 50
130841102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 47
130844102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 44
130850102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 70
130851105,6,"2010,2014,2016,2018,2020,2022",2010,2022,1 - 32
130853102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 65
130855101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 56
130858101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 68
130858102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 63
130859101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 62
130859102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 63
130859105,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 34
130862101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 71
130863101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 49
130863102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 48
130865103,6,"2010,2014,2016,2018,2020,2022",2010,2022,2 - 60
130868101,6,"2010,2012,2014,2016,2018,2020",2010,2020,1 - 72
130869101,6,"2010,2012,2016,2018,2020,2022",2010,2022,2 - 66
130872102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 42
130872104,6,"2010,2012,2014,2018,2020,2022",2010,2022,2 - 34
130875102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 65
130876101,6,"2010,2014,2016,2018,2020,2022",2010,2022,2 - 38
130876102,6,"2010,2014,2016,2018,2020,2022",2010,2022,2 - 36
130877103,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 67
130877104,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 44
130879104,6,"2010,2014,2016,2018,2020,2022",2010,2022,2 - 34
130880431,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 32
130881103,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 44
130882103,6,"2010,2012,2016,2018,2020,2022",2010,2022,2 - 30
130883103,6,"2012,2014,2016,2018,2020,2022",2012,2022,1 - 27
130884103,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 67
130886104,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 35
130890101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 53
130890104,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 53
130890105,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 30
130892101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 59
130892103,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 36
130892104,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 35
130893104,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 36
130894104,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 44
130896102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 53
130896103,6,"2010,2014,2016,2018,2020,2022",2010,2022,2 - 36
130897431,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 49
130897432,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 52
130900105,6,"2010,2014,2016,2018,2020,2022",2010,2022,2 - 39
130901103,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 33
130901105,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 33
130905104,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 49
130906101,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 36
130907101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 48
130907103,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 74
130913101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 49
130913102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 47
130914101,6,"2010,2012,2016,2018,2020,2022",2010,2022,2 - 64
130916101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 49
130917102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 65
130917103,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 33
130923101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 60
130924102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 77
130925101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 52
130930101,6,"2010,2012,2014,2016,2018,2020",2010,2020,5 - 71
130933431,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 32
130935105,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 32
130937102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 46
130937431,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 75
130937432,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 74
130939104,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 51
130940103,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 33
139466431,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 44
140002102,6,"2010,2012,2014,2016,2020,2022",2010,2022,45 - 57
140003102,6,"2010,2012,2014,2018,2020,2022",2010,2022,5 - 57
140007104,6,"2010,2014,2016,2018,2020,2022",2010,2022,2 - 42
140007105,6,"2010,2014,2016,2018,2020,2022",2010,2022,2 - 39
140010101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 47
140013104,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 37
140014101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 51
140016101,6,"2010,2012,2016,2018,2020,2022",2010,2022,2 - 49
140017101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 46
140017103,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 69
140018104,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 39
140021103,6,"2010,2014,2016,2018,2020,2022",2010,2022,5 - 83
140024103,6,"2010,2012,2014,2016,2020,2022",2010,2022,27 - 39
140025102,6,"2010,2012,2014,2016,2020,2022",2010,2022,70 - 82
140031103,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 43
140047101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 41
140047102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 42
140047103,6,"2010,2012,2014,2018,2020,2022",2010,2022,5 - 70
140050101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 48
140050102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 47
140057101,6,"2010,2012,2014,2016,2018,2020",2010,2020,4 - 46
140058431,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 35
140062101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 55
140062102,6,"2010,2012,2014,2016,2020,2022",2010,2022,40 - 52
140062103,6,"2010,2011,2012,2014,2018,2022",2010,2022,1 - 29
140062104,6,"2011,2012,2014,2016,2020,2022",2011,2022,-8 - 27
140064102,6,"2010,2012,2014,2016,2020,2022",2010,2022,34 - 46
140066101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 66
140066102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 71
140067101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 55
140067103,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 31
140068101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 50
140069102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 48
140070101,6,"2010,2012,2014,2016,2020,2022",2010,2022,40 - 52
140070102,6,"2010,2012,2014,2016,2020,2022",2010,2022,44 - 56
140071101,6,"2010,2012,2014,2016,2020,2022",2010,2022,45 - 57
140074101,6,"2010,2012,2014,2016,2018,2022",2010,2022,5 - 60
140074103,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 37
140075101,6,"2010,2012,2014,2016,2018,2022",2010,2022,5 - 65
140075102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 47
140075103,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 47
140077106,6,"2010,2011,2012,2014,2016,2018",2010,2018,1 - 24
140080103,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 46
140083102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 71
140084101,6,"2010,2012,2014,2016,2020,2022",2010,2022,47 - 59
140084102,6,"2010,2012,2014,2016,2020,2022",2010,2022,48 - 60
140086101,6,"2010,2012,2014,2018,2020,2022",2010,2022,2 - 40
140088102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 65
140090101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 46
140090103,6,"2010,2012,2014,2016,2020,2022",2010,2022,16 - 28
140090104,6,"2012,2014,2016,2018,2020,2022",2012,2022,-8 - 27
140091101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 57
140091102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 56
140092101,6,"2010,2012,2014,2016,2020,2022",2010,2022,46 - 58
140093102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 57
140093103,6,"2012,2014,2016,2018,2020,2022",2012,2022,1 - 33
140094101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 57
140094102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 62
140095102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 48
140096102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 49
140099102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 54
140100102,6,"2010,2012,2016,2018,2020,2022",2010,2022,2 - 55
140103102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 50
140104431,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 33
140105102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 38
140108103,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 45
140110103,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 34
140112101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 66
140113101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 68
140113102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 77
140114101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 42
140117101,6,"2010,2012,2014,2016,2018,2020",2010,2020,1 - 44
140117103,6,"2010,2012,2014,2016,2018,2020",2010,2020,5 - 84
140123102,6,"2010,2012,2016,2018,2020,2022",2010,2022,2 - 58
140125101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 69
140127102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 61
140128102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 37
140132103,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 51
140138101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 59
140144101,6,"2010,2012,2014,2016,2018,2022",2010,2022,5 - 77
140145101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 58
140145102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 57
140146106,6,"2010,2014,2016,2018,2020,2022",2010,2022,1 - 31
140149101,6,"2010,2012,2014,2016,2018,2020",2010,2020,5 - 71
140150102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 66
140150105,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 45
140152101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 50
140152102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 48
140152103,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 31
140153102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 63
140154101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 59
140154102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 63
140156431,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 66
140157101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 49
140157102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 45
140162101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 86
140162103,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 64
140162105,6,"2010,2012,2014,2018,2020,2022",2010,2022,2 - 42
140168103,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 27
140170102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 61
140173103,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 53
140177101,6,"2010,2014,2016,2018,2020,2022",2010,2022,2 - 43
140179102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 51
140180101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 60
140180102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 63
140183103,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 86
140186104,6,"2010,2012,2014,2018,2020,2022",2010,2022,1 - 30
140188102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 79
140188104,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 45
140193101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 71
140193103,6,"2010,2012,2016,2018,2020,2022",2010,2022,2 - 51
140193104,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 49
140193105,6,"2012,2014,2016,2018,2020,2022",2012,2022,1 - 27
140195103,6,"2011,2012,2014,2016,2020,2022",2011,2022,-8 - 26
140199101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 57
140200102,6,"2012,2014,2016,2018,2020,2022",2012,2022,5 - 68
140200104,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 40
140203102,6,"2010,2012,2014,2016,2020,2022",2010,2022,55 - 67
140204101,6,"2010,2012,2014,2018,2020,2022",2010,2022,2 - 79
140204102,6,"2010,2012,2014,2018,2020,2022",2010,2022,2 - 76
140208101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 57
140208102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 67
140209431,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 37
140210102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 38
140216103,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 52
140217101,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 49
140217102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 48
140218101,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 68
140220101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 60
140220102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 60
140221103,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 34
140221105,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 31
140222101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 62
140222102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 61
140223102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 68
140224101,6,"2010,2012,2014,2016,2018,2020",2010,2020,5 - 70
140225101,6,"2010,2012,2014,2018,2020,2022",2010,2022,5 - 77
140227101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 79
140232101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 51
140232102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 49
140232104,6,"2011,2014,2016,2018,2020,2022",2011,2022,-8 - 27
140233102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 59
140234101,6,"2010,2014,2016,2018,2020,2022",2010,2022,2 - 56
140235101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 63
140237104,6,"2010,2014,2016,2018,2020,2022",2010,2022,1 - 30
140241101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 63
140241102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 63
140250102,6,"2010,2012,2016,2018,2020,2022",2010,2022,2 - 85
140254101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 71
140254102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 78
140261101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 51
140268103,6,"2010,2012,2014,2018,2020,2022",2010,2022,1 - 31
140293101,6,"2010,2012,2014,2018,2020,2022",2010,2022,2 - 41
140294101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 60
140294102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 55
140297101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 39
140297104,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 79
140302101,6,"2010,2012,2014,2016,2018,2020",2010,2020,3 - 66
140312101,6,"2010,2012,2014,2016,2020,2022",2010,2022,52 - 64
140320101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 49
140320401,6,"2012,2014,2016,2018,2020,2022",2012,2022,1 - 28
140321102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 51
140322101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 73
140322102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 67
140323102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 53
140324101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 58
140326102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 69
140330101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 42
140330102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 69
140330103,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 67
140330104,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 41
140334101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 66
140334102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 54
140334103,6,"2010,2014,2016,2018,2020,2022",2010,2022,2 - 33
140336101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 48
140336102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 49
140338101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 59
140338102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 60
140338103,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 33
140338104,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 35
140339105,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 30
140340101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 68
140343104,6,"2010,2014,2016,2018,2020,2022",2010,2022,2 - 30
140344101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 60
140344102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 58
140345101,6,"2010,2014,2016,2018,2020,2022",2010,2022,2 - 38
140350101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 61
140352101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 43
140354103,6,"2011,2012,2014,2016,2018,2020",2011,2020,-8 - 25
140355103,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 31
140356103,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 34
140358104,6,"2010,2012,2014,2016,2020,2022",2010,2022,27 - 39
140362102,6,"2010,2012,2014,2018,2020,2022",2010,2022,2 - 49
140363101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 74
140365104,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 42
140365431,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 38
140366102,6,"2010,2012,2014,2018,2020,2022",2010,2022,2 - 66
140368101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 65
140368102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 63
140368104,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 37
140369102,6,"2010,2012,2014,2016,2020,2022",2010,2022,42 - 57
140372101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 71
140376103,6,"2010,2012,2014,2016,2020,2022",2010,2022,26 - 38
140376104,6,"2010,2012,2014,2016,2020,2022",2010,2022,25 - 37
140383101,6,"2010,2012,2014,2016,2020,2022",2010,2022,72 - 84
140388102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 54
140391103,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 84
140391104,6,"2010,2012,2014,2016,2020,2022",2010,2022,20 - 32
140392101,6,"2010,2012,2014,2016,2020,2022",2010,2022,50 - 62
140393102,6,"2010,2012,2014,2018,2020,2022",2010,2022,2 - 56
140394101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 67
140394102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 69
140394103,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 45
140399103,6,"2010,2012,2014,2016,2018,2022",2010,2022,1 - 28
140408101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 56
140408103,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 32
140427101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 51
140477101,6,"2010,2012,2014,2018,2020,2022",2010,2022,2 - 88
140477102,6,"2010,2012,2014,2018,2020,2022",2010,2022,2 - 86
140481103,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 33
140481104,6,"2010,2012,2014,2016,2020,2022",2010,2022,21 - 33
140484101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 42
140487101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 74
140487102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 84
140487103,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 47
140487104,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 44
140488101,6,"2010,2012,2014,2018,2020,2022",2010,2022,2 - 71
140490101,6,"2010,2012,2014,2018,2020,2022",2010,2022,5 - 59
140490104,6,"2010,2012,2014,2018,2020,2022",2010,2022,2 - 58
140494101,6,"2010,2012,2014,2016,2018,2020",2010,2020,5 - 55
140494102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 31
140496101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 74
140496102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 74
140496104,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 44
140498102,6,"2012,2014,2016,2018,2020,2022",2012,2022,1 - 26
140499101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 61
140499102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 58
140513102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 71
140516102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 59
140516103,6,"2012,2014,2016,2018,2020,2022",2012,2022,1 - 27
140517102,6,"2012,2014,2016,2018,2020,2022",2012,2022,2 - 60
140518101,6,"2010,2014,2016,2018,2020,2022",2010,2022,4 - 53
140521103,6,"2012,2014,2016,2018,2020,2022",2012,2022,-8 - 42
140522103,6,"2012,2014,2016,2018,2020,2022",2012,2022,1 - 33
140523102,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 81
140525101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 40
140531101,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 70
140534102,6,"2010,2012,2014,2016,2018,2022",2010,2022,2 - 71
140536101,6,"2010,2012,2014,2016,2018,2020",2010,2020,2 - 64
